"","TOT_FLY_OPS","TOT_DIR_MAINT","TOTAL_AIR_HOURS","AIRCRAFT_CONFIG","UNIQUE_CARRIER_NAME","CARRIER","REGION","YEAR","QUARTER","time_pt","AC_GROUP","SSD_NAME","MANUFACTURER","LONG_NAME","SHORT_NAME","BEGIN_DATE"
"1",NA,NA,NA,1,"United Air Lines Inc.","UA","A",2018,3,2018.3,6,"BOEING 757-300","BOEING","BOEING 757-300","B757-3","1/1/1999 12:00:00 AM"
"2",NA,NA,NA,1,"US Airways Inc.","US","A",2005,3,2005.3,6,"BOEING 737-400","BOEING","BOEING 737-400","B737-4","1/1/1990 12:00:00 AM"
"3",NA,NA,NA,1,"United Air Lines Inc.","UA","P",2018,4,2018.4,6,"BOEING 767-400/ER","BOEING","BOEING 767-400/ER","B767-4","1/1/1998 12:00:00 AM"
"4",NA,NA,NA,1,"United Air Lines Inc.","UA","P",2019,2,2019.2,6,"BOEING 767-400/ER","BOEING","BOEING 767-400/ER","B767-4","1/1/1998 12:00:00 AM"
"5",NA,NA,NA,1,"United Air Lines Inc.","UA","P",2018,4,2018.4,6,"BOEING 767-300/ER","BOEING","BOEING 767-300/300ER","B767-3/R","1/1/1990 12:00:00 AM"
"6",NA,NA,NA,1,"United Air Lines Inc.","UA","P",2019,2,2019.2,6,"BOEING 767-300/ER","BOEING","BOEING 767-300/300ER","B767-3/R","1/1/1990 12:00:00 AM"
"7",NA,NA,NA,1,"United Air Lines Inc.","UA","L",2019,2,2019.2,6,"BOEING 777-300/ER","BOEING","BOEING 777-300/300ER/333ER","B777-3","3/1/2004 12:00:00 AM"
"8",NA,NA,NA,1,"US Airways Inc.","US","L",2007,4,2007.4,6,"A330-200/220F","AIRBUS INDUSTRIE","AIRBUS INDUSTRIE A330-200","A330-2","1/1/1992 12:00:00 AM"
"9",NA,NA,NA,1,"United Air Lines Inc.","UA","A",2018,2,2018.2,6,"BOEING 757-300","BOEING","BOEING 757-300","B757-3","1/1/1999 12:00:00 AM"
"10",NA,NA,NA,1,"United Air Lines Inc.","UA","P",2016,4,2016.4,6,"BOEING 767-400/ER","BOEING","BOEING 767-400/ER","B767-4","1/1/1998 12:00:00 AM"
"11",NA,NA,NA,1,"United Air Lines Inc.","UA","L",2019,3,2019.3,6,"BOEING 777-300/ER","BOEING","BOEING 777-300/300ER/333ER","B777-3","3/1/2004 12:00:00 AM"
"12",NA,NA,NA,1,"Ryan International Airlines","RD","I",2012,2,2012.2,6,"BOEING 777-200","BOEING","BOEING 777-200ER/200LR/233LR","B777-2","1/1/1994 12:00:00 AM"
"13",NA,NA,0,2,"Southern Air Inc.","9S","I",2016,3,2016.3,6,"BOEING 737-400","BOEING","BOEING 737-400","B737-4","1/1/1990 12:00:00 AM"
"14",NA,NA,0,2,"Southern Air Inc.","9S","I",2015,3,2015.3,6,"BOEING 737-400","BOEING","BOEING 737-400","B737-4","1/1/1990 12:00:00 AM"
"15",NA,NA,0,2,"Southern Air Inc.","9S","I",2016,1,2016.1,6,"BOEING 737-400","BOEING","BOEING 737-400","B737-4","1/1/1990 12:00:00 AM"
"16",NA,NA,0,2,"Southern Air Inc.","9S","I",2016,2,2016.2,6,"BOEING 737-400","BOEING","BOEING 737-400","B737-4","1/1/1990 12:00:00 AM"
"17",NA,NA,0,2,"Southern Air Inc.","9S","I",2017,1,2017.1,6,"BOEING 737-400","BOEING","BOEING 737-400","B737-4","1/1/1990 12:00:00 AM"
"18",NA,NA,0,2,"Southern Air Inc.","9S","I",2017,2,2017.2,6,"BOEING 737-400","BOEING","BOEING 737-400","B737-4","1/1/1990 12:00:00 AM"
"19",NA,NA,0,2,"Southern Air Inc.","9S","I",2017,3,2017.3,6,"BOEING 737-400","BOEING","BOEING 737-400","B737-4","1/1/1990 12:00:00 AM"
"20",NA,NA,0,2,"Southern Air Inc.","9S","I",2017,4,2017.4,6,"BOEING 737-400","BOEING","BOEING 737-400","B737-4","1/1/1990 12:00:00 AM"
"21",NA,NA,0,2,"Southern Air Inc.","9S","D",2015,3,2015.3,6,"BOEING B777-F","BOEING","BOEING B777-F","B777-F","1/1/2004 12:00:00 AM"
"22",NA,NA,0,2,"Southern Air Inc.","9S","D",2016,1,2016.1,6,"BOEING B777-F","BOEING","BOEING B777-F","B777-F","1/1/2004 12:00:00 AM"
"23",NA,NA,0,2,"Southern Air Inc.","9S","D",2016,2,2016.2,6,"BOEING B777-F","BOEING","BOEING B777-F","B777-F","1/1/2004 12:00:00 AM"
"24",NA,NA,0,2,"Southern Air Inc.","9S","D",2016,3,2016.3,6,"BOEING B777-F","BOEING","BOEING B777-F","B777-F","1/1/2004 12:00:00 AM"
"25",NA,NA,0,2,"Southern Air Inc.","9S","D",2017,1,2017.1,6,"BOEING B777-F","BOEING","BOEING B777-F","B777-F","1/1/2004 12:00:00 AM"
"26",NA,NA,0,2,"Southern Air Inc.","9S","D",2017,3,2017.3,6,"BOEING B777-F","BOEING","BOEING B777-F","B777-F","1/1/2004 12:00:00 AM"
"27",NA,NA,0,2,"Southern Air Inc.","9S","D",2017,4,2017.4,6,"BOEING B777-F","BOEING","BOEING B777-F","B777-F","1/1/2004 12:00:00 AM"
"28",NA,NA,0,2,"Southern Air Inc.","9S","D",2017,2,2017.2,6,"BOEING B777-F","BOEING","BOEING B777-F","B777-F","1/1/2004 12:00:00 AM"
"29",NA,NA,0,1,"Atlas Air Inc.","5Y","I",2021,1,2021.1,6,"BOEING 767-200/ER","BOEING","BOEING 767-200/ER/EM","B767-2/R","1/1/1990 12:00:00 AM"
"30",NA,NA,0.01,1,"American Airlines Inc.","AA","A",2005,2,2005.2,6,"BOEING 767-200/ER","BOEING","BOEING 767-200/ER/EM","B767-2/R","1/1/1990 12:00:00 AM"
"31",NA,NA,0.01,1,"Ryan International Airlines","RD","D",2007,2,2007.2,7,"BOEING 727-200","BOEING","BOEING 727-200/231A","B727-2","1/1/1990 12:00:00 AM"
"32",NA,NA,0.27,1,"Ryan International Airlines","RD","D",2007,2,2007.2,6,"BOEING 757-200","BOEING","BOEING 757-200","B757-2","1/1/1990 12:00:00 AM"
"33",NA,NA,NA,2,"Atlas Air Inc.","5Y","D",2017,4,2017.4,6,"BOEING 737-400","BOEING","BOEING 737-400","B737-4","1/1/1990 12:00:00 AM"
"34",NA,NA,NA,1,"Southwest Airlines Co.","WN","D",2005,3,2005.3,6,"BOEING 737-100/200","BOEING","BOEING 737-100/200","B737-1/2","1/1/1990 12:00:00 AM"
"35",NA,NA,NA,2,"Evergreen International Inc.","EZ","D",2008,3,2008.3,7,"BOEING 727-100","BOEING","BOEING 727-100","B727-100","1/1/1990 12:00:00 AM"
"36",NA,NA,NA,2,"Evergreen International Inc.","EZ","D",2008,4,2008.4,7,"BOEING 727-100","BOEING","BOEING 727-100","B727-100","1/1/1990 12:00:00 AM"
"37",NA,NA,NA,2,"Evergreen International Inc.","EZ","D",2009,1,2009.1,7,"BOEING 727-100","BOEING","BOEING 727-100","B727-100","1/1/1990 12:00:00 AM"
"38",NA,NA,NA,2,"Evergreen International Inc.","EZ","D",2009,2,2009.2,7,"BOEING 727-100","BOEING","BOEING 727-100","B727-100","1/1/1990 12:00:00 AM"
"39",NA,NA,NA,2,"Evergreen International Inc.","EZ","D",2009,3,2009.3,7,"BOEING 727-100","BOEING","BOEING 727-100","B727-100","1/1/1990 12:00:00 AM"
"40",NA,NA,NA,2,"Evergreen International Inc.","EZ","D",2009,4,2009.4,7,"BOEING 727-100","BOEING","BOEING 727-100","B727-100","1/1/1990 12:00:00 AM"
"41",NA,NA,NA,2,"Evergreen International Inc.","EZ","D",2008,1,2008.1,7,"BOEING 727-100","BOEING","BOEING 727-100","B727-100","1/1/1990 12:00:00 AM"
"42",NA,NA,NA,2,"Evergreen International Inc.","EZ","D",2005,4,2005.4,7,"BOEING 727-100","BOEING","BOEING 727-100","B727-100","1/1/1990 12:00:00 AM"
"43",NA,NA,NA,2,"Evergreen International Inc.","EZ","D",2006,1,2006.1,7,"BOEING 727-100","BOEING","BOEING 727-100","B727-100","1/1/1990 12:00:00 AM"
"44",NA,NA,NA,2,"Evergreen International Inc.","EZ","D",2006,2,2006.2,7,"BOEING 727-100","BOEING","BOEING 727-100","B727-100","1/1/1990 12:00:00 AM"
"45",NA,NA,NA,2,"Evergreen International Inc.","EZ","D",2006,3,2006.3,7,"BOEING 727-100","BOEING","BOEING 727-100","B727-100","1/1/1990 12:00:00 AM"
"46",NA,NA,NA,2,"Evergreen International Inc.","EZ","D",2006,4,2006.4,7,"BOEING 727-100","BOEING","BOEING 727-100","B727-100","1/1/1990 12:00:00 AM"
"47",NA,NA,NA,2,"Evergreen International Inc.","EZ","D",2007,1,2007.1,7,"BOEING 727-100","BOEING","BOEING 727-100","B727-100","1/1/1990 12:00:00 AM"
"48",NA,NA,NA,2,"Evergreen International Inc.","EZ","D",2007,2,2007.2,7,"BOEING 727-100","BOEING","BOEING 727-100","B727-100","1/1/1990 12:00:00 AM"
"49",NA,NA,NA,2,"Evergreen International Inc.","EZ","D",2007,3,2007.3,7,"BOEING 727-100","BOEING","BOEING 727-100","B727-100","1/1/1990 12:00:00 AM"
"50",NA,NA,NA,2,"Evergreen International Inc.","EZ","D",2007,4,2007.4,7,"BOEING 727-100","BOEING","BOEING 727-100","B727-100","1/1/1990 12:00:00 AM"
"51",NA,NA,NA,2,"Evergreen International Inc.","EZ","D",2005,3,2005.3,7,"BOEING 727-100","BOEING","BOEING 727-100","B727-100","1/1/1990 12:00:00 AM"
"52",NA,NA,NA,2,"Evergreen International Inc.","EZ","D",2005,2,2005.2,7,"BOEING 727-100","BOEING","BOEING 727-100","B727-100","1/1/1990 12:00:00 AM"
"53",NA,NA,NA,2,"Evergreen International Inc.","EZ","D",2004,1,2004.1,7,"BOEING 727-100","BOEING","BOEING 727-100","B727-100","1/1/1990 12:00:00 AM"
"54",NA,NA,NA,2,"Evergreen International Inc.","EZ","D",2004,2,2004.2,7,"BOEING 727-100","BOEING","BOEING 727-100","B727-100","1/1/1990 12:00:00 AM"
"55",NA,NA,NA,2,"Evergreen International Inc.","EZ","D",2004,3,2004.3,7,"BOEING 727-100","BOEING","BOEING 727-100","B727-100","1/1/1990 12:00:00 AM"
"56",NA,NA,NA,2,"Evergreen International Inc.","EZ","D",2004,4,2004.4,7,"BOEING 727-100","BOEING","BOEING 727-100","B727-100","1/1/1990 12:00:00 AM"
"57",NA,NA,NA,2,"Evergreen International Inc.","EZ","D",2005,1,2005.1,7,"BOEING 727-100","BOEING","BOEING 727-100","B727-100","1/1/1990 12:00:00 AM"
"58",NA,NA,NA,2,"Evergreen International Inc.","EZ","D",2004,2,2004.2,8,"BOEING 747-100","BOEING","BOEING 747-100","B747-100","1/1/1990 12:00:00 AM"
"59",NA,NA,NA,2,"Atlas Air Inc.","5Y","D",2016,4,2016.4,6,"BOEING 737-400","BOEING","BOEING 737-400","B737-4","1/1/1990 12:00:00 AM"
"60",NA,NA,NA,2,"Atlas Air Inc.","5Y","D",2017,3,2017.3,6,"BOEING 777-200","BOEING","BOEING 777-200ER/200LR/233LR","B777-2","1/1/1994 12:00:00 AM"
"61",NA,NA,NA,2,"Atlas Air Inc.","5Y","D",2018,2,2018.2,6,"BOEING 737-400","BOEING","BOEING 737-400","B737-4","1/1/1990 12:00:00 AM"
"62",NA,NA,NA,2,"Atlas Air Inc.","5Y","D",2017,4,2017.4,6,"BOEING 777-200","BOEING","BOEING 777-200ER/200LR/233LR","B777-2","1/1/1994 12:00:00 AM"
"63",NA,NA,NA,2,"Atlas Air Inc.","5Y","D",2017,3,2017.3,6,"BOEING 737-400","BOEING","BOEING 737-400","B737-4","1/1/1990 12:00:00 AM"
"64",NA,NA,NA,2,"Atlas Air Inc.","5Y","D",2018,1,2018.1,6,"BOEING 777-200","BOEING","BOEING 777-200ER/200LR/233LR","B777-2","1/1/1994 12:00:00 AM"
"65",NA,NA,NA,2,"Atlas Air Inc.","5Y","D",2016,4,2016.4,6,"BOEING 777-200","BOEING","BOEING 777-200ER/200LR/233LR","B777-2","1/1/1994 12:00:00 AM"
"66",NA,NA,NA,2,"Atlas Air Inc.","5Y","D",2018,3,2018.3,6,"BOEING 737-400","BOEING","BOEING 737-400","B737-4","1/1/1990 12:00:00 AM"
"67",NA,NA,NA,2,"Atlas Air Inc.","5Y","D",2018,4,2018.4,6,"BOEING 737-400","BOEING","BOEING 737-400","B737-4","1/1/1990 12:00:00 AM"
"68",NA,NA,NA,2,"Atlas Air Inc.","5Y","D",2018,3,2018.3,6,"BOEING 777-200","BOEING","BOEING 777-200ER/200LR/233LR","B777-2","1/1/1994 12:00:00 AM"
"69",NA,NA,NA,2,"Atlas Air Inc.","5Y","D",2018,2,2018.2,6,"BOEING 777-200","BOEING","BOEING 777-200ER/200LR/233LR","B777-2","1/1/1994 12:00:00 AM"
"70",NA,NA,NA,2,"Atlas Air Inc.","5Y","D",2018,1,2018.1,6,"BOEING 737-400","BOEING","BOEING 737-400","B737-4","1/1/1990 12:00:00 AM"
"71",NA,NA,NA,2,"Atlas Air Inc.","5Y","D",2019,2,2019.2,6,"BOEING 777-200","BOEING","BOEING 777-200ER/200LR/233LR","B777-2","1/1/1994 12:00:00 AM"
"72",NA,NA,NA,2,"Atlas Air Inc.","5Y","D",2018,4,2018.4,6,"BOEING 777-200","BOEING","BOEING 777-200ER/200LR/233LR","B777-2","1/1/1994 12:00:00 AM"
"73",NA,NA,NA,2,"Federal Express Corporation","FX","D",2009,1,2009.1,7,"BOEING 727-100","BOEING","BOEING 727-100","B727-100","1/1/1990 12:00:00 AM"
"74",NA,NA,NA,2,"Federal Express Corporation","FX","D",2008,4,2008.4,7,"BOEING 727-100","BOEING","BOEING 727-100","B727-100","1/1/1990 12:00:00 AM"
"75",NA,NA,NA,2,"Federal Express Corporation","FX","D",2007,4,2007.4,7,"BOEING 727-100","BOEING","BOEING 727-100","B727-100","1/1/1990 12:00:00 AM"
"76",NA,NA,NA,2,"Federal Express Corporation","FX","D",2008,1,2008.1,7,"BOEING 727-100","BOEING","BOEING 727-100","B727-100","1/1/1990 12:00:00 AM"
"77",NA,NA,NA,2,"Federal Express Corporation","FX","D",2009,2,2009.2,7,"BOEING 727-100","BOEING","BOEING 727-100","B727-100","1/1/1990 12:00:00 AM"
"78",NA,NA,NA,2,"Federal Express Corporation","FX","D",2008,3,2008.3,7,"BOEING 727-100","BOEING","BOEING 727-100","B727-100","1/1/1990 12:00:00 AM"
"79",NA,NA,NA,2,"Federal Express Corporation","FX","D",2013,2,2013.2,7,"BOEING 727-100","BOEING","BOEING 727-100","B727-100","1/1/1990 12:00:00 AM"
"80",NA,NA,NA,2,"Federal Express Corporation","FX","D",2010,3,2010.3,7,"BOEING 727-100","BOEING","BOEING 727-100","B727-100","1/1/1990 12:00:00 AM"
"81",NA,NA,NA,2,"Federal Express Corporation","FX","D",2009,3,2009.3,7,"BOEING 727-100","BOEING","BOEING 727-100","B727-100","1/1/1990 12:00:00 AM"
"82",NA,NA,NA,2,"Federal Express Corporation","FX","D",2010,2,2010.2,7,"BOEING 727-100","BOEING","BOEING 727-100","B727-100","1/1/1990 12:00:00 AM"
"83",NA,NA,NA,2,"Federal Express Corporation","FX","D",2008,2,2008.2,7,"BOEING 727-100","BOEING","BOEING 727-100","B727-100","1/1/1990 12:00:00 AM"
"84",NA,NA,NA,2,"Federal Express Corporation","FX","D",2009,4,2009.4,7,"BOEING 727-100","BOEING","BOEING 727-100","B727-100","1/1/1990 12:00:00 AM"
"85",NA,NA,NA,2,"Federal Express Corporation","FX","D",2011,3,2011.3,7,"BOEING 727-100","BOEING","BOEING 727-100","B727-100","1/1/1990 12:00:00 AM"
"86",NA,NA,NA,2,"Federal Express Corporation","FX","D",2011,4,2011.4,7,"BOEING 727-100","BOEING","BOEING 727-100","B727-100","1/1/1990 12:00:00 AM"
"87",NA,NA,NA,2,"Federal Express Corporation","FX","D",2013,1,2013.1,7,"BOEING 727-100","BOEING","BOEING 727-100","B727-100","1/1/1990 12:00:00 AM"
"88",NA,NA,NA,2,"Federal Express Corporation","FX","D",2012,1,2012.1,7,"BOEING 727-100","BOEING","BOEING 727-100","B727-100","1/1/1990 12:00:00 AM"
"89",NA,NA,NA,2,"Federal Express Corporation","FX","D",2012,4,2012.4,7,"BOEING 727-100","BOEING","BOEING 727-100","B727-100","1/1/1990 12:00:00 AM"
"90",NA,NA,NA,2,"Federal Express Corporation","FX","D",2012,2,2012.2,7,"BOEING 727-100","BOEING","BOEING 727-100","B727-100","1/1/1990 12:00:00 AM"
"91",NA,NA,NA,2,"Federal Express Corporation","FX","D",2012,3,2012.3,7,"BOEING 727-100","BOEING","BOEING 727-100","B727-100","1/1/1990 12:00:00 AM"
"92",NA,NA,NA,1,"ATA Airlines d/b/a ATA","TZ","A",2006,2,2006.2,6,"BOEING 737-300","BOEING","BOEING 737-300","B737-3","1/1/1990 12:00:00 AM"
"93",NA,-18.22,NA,1,"Ryan International Airlines","RD","I",2007,4,2007.4,6,"BOEING 757-200","BOEING","BOEING 757-200","B757-2","1/1/1990 12:00:00 AM"
"94",NA,-0.44,NA,2,"Astar USA, LLC","ER","L",2007,3,2007.3,6,"A300B/C/F-100/200","AIRBUS INDUSTRIE","AIRBUS INDUSTRIE A300B/C/F-100/200","A300-1/2","1/1/1990 12:00:00 AM"
"95",NA,-0.27,NA,2,"Astar USA, LLC","ER","L",2007,1,2007.1,6,"A300B/C/F-100/200","AIRBUS INDUSTRIE","AIRBUS INDUSTRIE A300B/C/F-100/200","A300-1/2","1/1/1990 12:00:00 AM"
"96",NA,0,NA,2,"Federal Express Corporation","FX","D",2011,2,2011.2,7,"BOEING 727-100","BOEING","BOEING 727-100","B727-100","1/1/1990 12:00:00 AM"
"97",NA,0,NA,2,"Federal Express Corporation","FX","D",2010,4,2010.4,7,"BOEING 727-100","BOEING","BOEING 727-100","B727-100","1/1/1990 12:00:00 AM"
"98",NA,0,NA,2,"Federal Express Corporation","FX","D",2011,1,2011.1,7,"BOEING 727-100","BOEING","BOEING 727-100","B727-100","1/1/1990 12:00:00 AM"
"99",NA,0,NA,2,"Federal Express Corporation","FX","D",2010,1,2010.1,7,"BOEING 727-100","BOEING","BOEING 727-100","B727-100","1/1/1990 12:00:00 AM"
"100",NA,0.06,NA,2,"Astar USA, LLC","ER","L",2006,3,2006.3,6,"A300B/C/F-100/200","AIRBUS INDUSTRIE","AIRBUS INDUSTRIE A300B/C/F-100/200","A300-1/2","1/1/1990 12:00:00 AM"
"101",NA,0.35,NA,2,"Astar USA, LLC","ER","L",2007,4,2007.4,6,"A300B/C/F-100/200","AIRBUS INDUSTRIE","AIRBUS INDUSTRIE A300B/C/F-100/200","A300-1/2","1/1/1990 12:00:00 AM"
"102",NA,0.53,NA,2,"Astar USA, LLC","ER","L",2008,2,2008.2,6,"A300B/C/F-100/200","AIRBUS INDUSTRIE","AIRBUS INDUSTRIE A300B/C/F-100/200","A300-1/2","1/1/1990 12:00:00 AM"
"103",NA,2.48,NA,1,"Ryan International Airlines","RD","I",2010,2,2010.2,6,"BOEING 737-400","BOEING","BOEING 737-400","B737-4","1/1/1990 12:00:00 AM"
"104",NA,4,NA,3,"Alaska Airlines Inc.","AS","D",2008,1,2008.1,6,"BOEING 737-200C","BOEING","BOEING 737-200C","B737-2C","1/1/1990 12:00:00 AM"
"105",NA,18.22,NA,1,"Ryan International Airlines","RD","I",2007,3,2007.3,6,"BOEING 757-200","BOEING","BOEING 757-200","B757-2","1/1/1990 12:00:00 AM"
"106",NA,125,NA,1,"Delta Air Lines Inc.","DL","L",2008,2,2008.2,6,"BOEING 737-100/200","BOEING","BOEING 737-100/200","B737-1/2","1/1/1990 12:00:00 AM"
"107",NA,230,NA,2,"Federal Express Corporation","FX","D",2007,3,2007.3,7,"BOEING 727-100","BOEING","BOEING 727-100","B727-100","1/1/1990 12:00:00 AM"
"108",NA,503,NA,1,"Delta Air Lines Inc.","DL","D",2008,2,2008.2,6,"BOEING 737-100/200","BOEING","BOEING 737-100/200","B737-1/2","1/1/1990 12:00:00 AM"
"109",NA,-17.4,NA,1,"Frontier Airlines Inc.","F9","D",2006,1,2006.1,6,"BOEING 737-100/200","BOEING","BOEING 737-100/200","B737-1/2","1/1/1990 12:00:00 AM"
"110",NA,19,0.01,2,"Federal Express Corporation","FX","A",2009,2,2009.2,6,"BOEING 757-200","BOEING","BOEING 757-200","B757-2","1/1/1990 12:00:00 AM"
"111",NA,31.68,NA,2,"Astar USA, LLC","ER","D",2004,1,2004.1,7,"BOEING 727-100","BOEING","BOEING 727-100","B727-100","1/1/1990 12:00:00 AM"
"112",NA,33,NA,3,"Alaska Airlines Inc.","AS","D",2007,3,2007.3,6,"BOEING 737-200C","BOEING","BOEING 737-200C","B737-2C","1/1/1990 12:00:00 AM"
"113",NA,80,NA,3,"Alaska Airlines Inc.","AS","D",2007,4,2007.4,6,"BOEING 737-200C","BOEING","BOEING 737-200C","B737-2C","1/1/1990 12:00:00 AM"
"114",NA,263.53,NA,1,"Frontier Airlines Inc.","F9","D",2005,4,2005.4,6,"BOEING 737-300","BOEING","BOEING 737-300","B737-3","1/1/1990 12:00:00 AM"
"115",NA,863,NA,1,"Delta Air Lines Inc.","DL","D",2007,4,2007.4,6,"BOEING 737-300","BOEING","BOEING 737-300","B737-3","1/1/1990 12:00:00 AM"
"116",NA,2666,NA,1,"Delta Air Lines Inc.","DL","D",2007,3,2007.3,6,"BOEING 737-300","BOEING","BOEING 737-300","B737-3","1/1/1990 12:00:00 AM"
"117",NA,215,NA,1,"Delta Air Lines Inc.","DL","L",2007,4,2007.4,6,"BOEING 737-300","BOEING","BOEING 737-300","B737-3","1/1/1990 12:00:00 AM"
"118",NA,215,NA,1,"Delta Air Lines Inc.","DL","A",2007,4,2007.4,6,"BOEING 737-300","BOEING","BOEING 737-300","B737-3","1/1/1990 12:00:00 AM"
"119",NA,667,NA,1,"Delta Air Lines Inc.","DL","L",2007,3,2007.3,6,"BOEING 737-300","BOEING","BOEING 737-300","B737-3","1/1/1990 12:00:00 AM"
"120",NA,667,NA,1,"Delta Air Lines Inc.","DL","A",2007,3,2007.3,6,"BOEING 737-300","BOEING","BOEING 737-300","B737-3","1/1/1990 12:00:00 AM"
"121",NA,-1080.34,NA,1,"ATA Airlines d/b/a ATA","TZ","A",2007,1,2007.1,6,"BOEING 737-300","BOEING","BOEING 737-300","B737-3","1/1/1990 12:00:00 AM"
"122",NA,47.57,NA,1,"ATA Airlines d/b/a ATA","TZ","A",2006,4,2006.4,6,"BOEING 737-300","BOEING","BOEING 737-300","B737-3","1/1/1990 12:00:00 AM"
"123",NA,155.92,NA,1,"ATA Airlines d/b/a ATA","TZ","A",2007,2,2007.2,6,"BOEING 737-300","BOEING","BOEING 737-300","B737-3","1/1/1990 12:00:00 AM"
"124",NA,NA,NA,1,"United Air Lines Inc.","UA","L",2004,3,2004.3,6,"A319","AIRBUS INDUSTRIE","AIRBUS INDUSTRIE A319","A319","1/1/1997 12:00:00 AM"
"125",NA,-20,NA,1,"Delta Air Lines Inc.","DL","D",2007,2,2007.2,6,"BOEING 737-100/200","BOEING","BOEING 737-100/200","B737-1/2","1/1/1990 12:00:00 AM"
"126",NA,-1,NA,1,"United Air Lines Inc.","UA","A",2006,4,2006.4,6,"A320-100/200","AIRBUS INDUSTRIE","AIRBUS INDUSTRIE A320-100/200","A320-1/2","1/1/1990 12:00:00 AM"
"127",NA,-1,NA,1,"United Air Lines Inc.","UA","L",2007,4,2007.4,6,"BOEING 777-200","BOEING","BOEING 777-200ER/200LR/233LR","B777-2","1/1/1994 12:00:00 AM"
"128",NA,12,NA,1,"Delta Air Lines Inc.","DL","L",2007,3,2007.3,6,"BOEING 737-100/200","BOEING","BOEING 737-100/200","B737-1/2","1/1/1990 12:00:00 AM"
"129",NA,5238,NA,1,"Delta Air Lines Inc.","DL","D",2007,2,2007.2,6,"BOEING 737-300","BOEING","BOEING 737-300","B737-3","1/1/1990 12:00:00 AM"
"130",NA,1322,NA,1,"Delta Air Lines Inc.","DL","D",2006,4,2006.4,6,"BOEING 737-300","BOEING","BOEING 737-300","B737-3","1/1/1990 12:00:00 AM"
"131",NA,331,NA,1,"Delta Air Lines Inc.","DL","L",2006,4,2006.4,6,"BOEING 737-300","BOEING","BOEING 737-300","B737-3","1/1/1990 12:00:00 AM"
"132",NA,331,NA,1,"Delta Air Lines Inc.","DL","A",2006,4,2006.4,6,"BOEING 737-300","BOEING","BOEING 737-300","B737-3","1/1/1990 12:00:00 AM"
"133",NA,1310,NA,1,"Delta Air Lines Inc.","DL","L",2007,2,2007.2,6,"BOEING 737-300","BOEING","BOEING 737-300","B737-3","1/1/1990 12:00:00 AM"
"134",NA,1310,NA,1,"Delta Air Lines Inc.","DL","A",2007,2,2007.2,6,"BOEING 737-300","BOEING","BOEING 737-300","B737-3","1/1/1990 12:00:00 AM"
"135",NA,4,NA,1,"United Air Lines Inc.","UA","L",2005,3,2005.3,6,"BOEING 777-200","BOEING","BOEING 777-200ER/200LR/233LR","B777-2","1/1/1994 12:00:00 AM"
"136",NA,74,0.01,2,"Federal Express Corporation","FX","A",2006,3,2006.3,6,"A300-600/R/CF/RCF","AIRBUS INDUSTRIE","AIRBUS INDUSTRIE A300-600/R/CF/RCF","A300-6","1/1/1990 12:00:00 AM"
"137",NA,101,0.01,2,"Federal Express Corporation","FX","A",2006,2,2006.2,6,"A300-600/R/CF/RCF","AIRBUS INDUSTRIE","AIRBUS INDUSTRIE A300-600/R/CF/RCF","A300-6","1/1/1990 12:00:00 AM"
"138",NA,117,0.01,2,"Federal Express Corporation","FX","A",2005,4,2005.4,6,"A300-600/R/CF/RCF","AIRBUS INDUSTRIE","AIRBUS INDUSTRIE A300-600/R/CF/RCF","A300-6","1/1/1990 12:00:00 AM"
"139",NA,147,0.01,2,"Federal Express Corporation","FX","A",2006,4,2006.4,6,"A300-600/R/CF/RCF","AIRBUS INDUSTRIE","AIRBUS INDUSTRIE A300-600/R/CF/RCF","A300-6","1/1/1990 12:00:00 AM"
"140",NA,205,0.01,2,"Federal Express Corporation","FX","A",2004,1,2004.1,6,"A300-600/R/CF/RCF","AIRBUS INDUSTRIE","AIRBUS INDUSTRIE A300-600/R/CF/RCF","A300-6","1/1/1990 12:00:00 AM"
"141",NA,227,0.02,2,"Federal Express Corporation","FX","A",2006,1,2006.1,6,"A300-600/R/CF/RCF","AIRBUS INDUSTRIE","AIRBUS INDUSTRIE A300-600/R/CF/RCF","A300-6","1/1/1990 12:00:00 AM"
"142",-704,2084,0.18,2,"Federal Express Corporation","FX","P",2011,1,2011.1,6,"A300-600/R/CF/RCF","AIRBUS INDUSTRIE","AIRBUS INDUSTRIE A300-600/R/CF/RCF","A300-6","1/1/1990 12:00:00 AM"
"143",-535,645,0.04,2,"Federal Express Corporation","FX","P",2010,2,2010.2,6,"BOEING 757-200","BOEING","BOEING 757-200","B757-2","1/1/1990 12:00:00 AM"
"144",-521,1281,0.09,2,"Federal Express Corporation","FX","P",2011,2,2011.2,6,"A300-600/R/CF/RCF","AIRBUS INDUSTRIE","AIRBUS INDUSTRIE A300-600/R/CF/RCF","A300-6","1/1/1990 12:00:00 AM"
"145",-222,496,0.07,2,"Federal Express Corporation","FX","P",2012,2,2012.2,6,"BOEING 757-200","BOEING","BOEING 757-200","B757-2","1/1/1990 12:00:00 AM"
"146",-221,507,0.07,2,"Federal Express Corporation","FX","P",2011,3,2011.3,6,"BOEING 757-200","BOEING","BOEING 757-200","B757-2","1/1/1990 12:00:00 AM"
"147",-217,547,0.07,2,"Federal Express Corporation","FX","P",2012,3,2012.3,6,"BOEING 757-200","BOEING","BOEING 757-200","B757-2","1/1/1990 12:00:00 AM"
