"","TOT_FLY_OPS","TOT_DIR_MAINT","TOTAL_AIR_HOURS","AIRCRAFT_CONFIG","UNIQUE_CARRIER_NAME","CARRIER","REGION","YEAR","QUARTER","time_pt","AC_GROUP","SSD_NAME","MANUFACTURER","LONG_NAME","SHORT_NAME","BEGIN_DATE"
"7188",1092,3,0.26,1,"Southwest Airlines Co.","WN","L",2012,4,2012.4,6,"BOEING 737-800","BOEING","BOEING 737-800","B737-8","1/1/1998 12:00:00 AM"
"7189",2236.99,60.91,0.19,1,"National Air Cargo Group Inc d/ba National Airlines","N8","I",2023,4,2023.4,6,"BOEING 757-200","BOEING","BOEING 757-200","B757-2","1/1/1990 12:00:00 AM"
"7190",1797,265,0.56,1,"Continental Air Lines Inc.","CO","L",2005,4,2005.4,6,"BOEING 737-500","BOEING","BOEING 737-500","B737-5","1/1/1990 12:00:00 AM"
"7191",6366,432,2.17,1,"Continental Air Lines Inc.","CO","L",2009,1,2009.1,6,"BOEING 757-300","BOEING","BOEING 757-300","B757-3","1/1/1999 12:00:00 AM"
"7192",4044.27,371.91,0.5,2,"Polar Air Cargo Airways","PO","L",2004,4,2004.4,8,"BOEING 747-400","BOEING","BOEING 747-400","B747-4","1/1/1990 12:00:00 AM"
"7193",4019.05,588.08,0.52,2,"Polar Air Cargo Airways","PO","L",2004,2,2004.2,8,"BOEING 747-400","BOEING","BOEING 747-400","B747-4","1/1/1990 12:00:00 AM"
"7194",1980.73,153.22,0.32,1,"Hawaiian Airlines Inc.","HA","P",2018,1,2018.1,6,"BOEING 767-300/ER","BOEING","BOEING 767-300/300ER","B767-3/R","1/1/1990 12:00:00 AM"
"7195",942.11,92.86,0.24,2,"USA Jet Airlines Inc.","U7","D",2017,2,2017.2,7,"BOEING 727-200","BOEING","BOEING 727-200/231A","B727-2","1/1/1990 12:00:00 AM"
"7196",523.55,90.26,0.14,2,"Atlas Air Inc.","5Y","D",2012,1,2012.1,6,"BOEING 767-200/ER","BOEING","BOEING 767-200/ER/EM","B767-2/R","1/1/1990 12:00:00 AM"
"7197",1018.28,581.66,0.15,2,"United Parcel Service","5X","A",2013,4,2013.4,6,"BOEING 757-200","BOEING","BOEING 757-200","B757-2","1/1/1990 12:00:00 AM"
"7198",775,146,0.17,1,"Delta Air Lines Inc.","DL","L",2025,2,2025.2,6,"A320-100/200","AIRBUS INDUSTRIE","AIRBUS INDUSTRIE A320-100/200","A320-1/2","1/1/1990 12:00:00 AM"
"7199",818.82,31.55,0.21,1,"United Air Lines Inc.","UA","A",2024,2,2024.2,6,"B737 MAX 800","BOEING","BOEING B737 MAX 800","MAX 8","7/1/2016 12:00:00 AM"
"7200",8665.79,735.83,1.74,1,"ATA Airlines d/b/a ATA","TZ","A",2006,4,2006.4,6,"BOEING 757-300","BOEING","BOEING 757-300","B757-3","1/1/1999 12:00:00 AM"
"7201",2155.51,370.1,0.27,1,"US Airways Inc.","US","D",2013,2,2013.2,6,"A330-200/220F","AIRBUS INDUSTRIE","AIRBUS INDUSTRIE A330-200","A330-2","1/1/1992 12:00:00 AM"
"7202",2518.65,596.32,0.31,1,"US Airways Inc.","US","D",2011,4,2011.4,6,"A330-200/220F","AIRBUS INDUSTRIE","AIRBUS INDUSTRIE A330-200","A330-2","1/1/1992 12:00:00 AM"
"7203",1639.04,577.62,0.59,1,"Omni Air International LLC","X9","D",2013,3,2013.3,6,"BOEING 767-200/ER","BOEING","BOEING 767-200/ER/EM","B767-2/R","1/1/1990 12:00:00 AM"
"7204",3150.38,414.12,0.31,1,"US Airways Inc.","US","D",2011,2,2011.2,6,"A330-200/220F","AIRBUS INDUSTRIE","AIRBUS INDUSTRIE A330-200","A330-2","1/1/1992 12:00:00 AM"
"7205",1549.82,1207.53,0.55,1,"Sun Country Airlines d/b/a MN Airlines","SY","L",2017,2,2017.2,6,"BOEING 737-700/LR","BOEING","BOEING 737-700/700LR/MAX 7","B737-7","1/1/1998 12:00:00 AM"
"7206",1153.19,149.34,0.11,1,"Omni Air International LLC","X9","D",2023,2,2023.2,6,"BOEING 767-200/ER","BOEING","BOEING 767-200/ER/EM","B767-2/R","1/1/1990 12:00:00 AM"
"7207",2835,744,0.89,1,"US Airways Inc.","US","L",2010,3,2010.3,6,"BOEING 737-400","BOEING","BOEING 737-400","B737-4","1/1/1990 12:00:00 AM"
"7208",2288,440,0.83,1,"United Air Lines Inc.","UA","L",2008,2,2008.2,6,"A319","AIRBUS INDUSTRIE","AIRBUS INDUSTRIE A319","A319","1/1/1997 12:00:00 AM"
"7209",1039.17,483.65,0.12,2,"Air Transport International","8C","D",2014,1,2014.1,6,"BOEING 767-200/ER","BOEING","BOEING 767-200/ER/EM","B767-2/R","1/1/1990 12:00:00 AM"
"7210",1831.51,717.15,0.86,1,"Ryan International Airlines","RD","I",2004,2,2004.2,6,"BOEING 737-400","BOEING","BOEING 737-400","B737-4","1/1/1990 12:00:00 AM"
"7211",3428,446,0.59,1,"United Air Lines Inc.","UA","D",2007,1,2007.1,8,"BOEING 747-400","BOEING","BOEING 747-400","B747-4","1/1/1990 12:00:00 AM"
"7212",4205,157,0.41,2,"United Parcel Service","5X","P",2008,1,2008.1,8,"BOEING 747-400","BOEING","BOEING 747-400","B747-4","1/1/1990 12:00:00 AM"
"7213",1226,228,0.45,1,"Alaska Airlines Inc.","AS","L",2015,3,2015.3,6,"BOEING 737-400","BOEING","BOEING 737-400","B737-4","1/1/1990 12:00:00 AM"
"7214",1644.63,972.47,0.54,1,"Sun Country Airlines d/b/a MN Airlines","SY","L",2016,2,2016.2,6,"BOEING 737-700/LR","BOEING","BOEING 737-700/700LR/MAX 7","B737-7","1/1/1998 12:00:00 AM"
"7215",541.38,45.98,0.06,1,"Frontier Airlines Inc.","F9","D",2020,2,2020.2,6,"A321/LR","AIRBUS INDUSTRIE","AIRBUS INDUSTRIE A321/LR","A321/LR","1/1/2019 12:00:00 AM"
"7216",1315,188,0.19,2,"United Parcel Service","5X","L",2007,3,2007.3,6,"A300-600/R/CF/RCF","AIRBUS INDUSTRIE","AIRBUS INDUSTRIE A300-600/R/CF/RCF","A300-6","1/1/1990 12:00:00 AM"
"7217",428,73,0.09,1,"Southwest Airlines Co.","WN","L",2020,2,2020.2,6,"BOEING 737-700/LR","BOEING","BOEING 737-700/700LR/MAX 7","B737-7","1/1/1998 12:00:00 AM"
"7218",1577.55,402.74,0.67,1,"Sun Country Airlines d/b/a MN Airlines","SY","L",2009,3,2009.3,6,"BOEING 737-800","BOEING","BOEING 737-800","B737-8","1/1/1998 12:00:00 AM"
"7219",2170.1,345.7,1.53,1,"Frontier Airlines Inc.","F9","L",2012,2,2012.2,6,"A320-100/200","AIRBUS INDUSTRIE","AIRBUS INDUSTRIE A320-100/200","A320-1/2","1/1/1990 12:00:00 AM"
"7220",1648.45,461.32,0.26,1,"Omni Air International LLC","X9","I",2015,4,2015.4,6,"BOEING 767-200/ER","BOEING","BOEING 767-200/ER/EM","B767-2/R","1/1/1990 12:00:00 AM"
"7221",1904,266,0.35,1,"US Airways Inc.","US","D",2009,3,2009.3,6,"BOEING 767-200/ER","BOEING","BOEING 767-200/ER/EM","B767-2/R","1/1/1990 12:00:00 AM"
"7222",3127.57,326.79,0.76,1,"Sun Country Airlines d/b/a MN Airlines","SY","D",2008,3,2008.3,6,"BOEING 737-700/LR","BOEING","BOEING 737-700/700LR/MAX 7","B737-7","1/1/1998 12:00:00 AM"
"7223",7811.86,2110.66,0.98,2,"Amerijet International","M6","L",2011,3,2011.3,7,"BOEING 727-200","BOEING","BOEING 727-200/231A","B727-2","1/1/1990 12:00:00 AM"
"7224",11975.96,3151.55,1.78,2,"Amerijet International","M6","L",2014,3,2014.3,6,"BOEING 767-200/ER","BOEING","BOEING 767-200/ER/EM","B767-2/R","1/1/1990 12:00:00 AM"
"7225",1192.31,151.24,0.12,1,"Omni Air International LLC","X9","D",2022,2,2022.2,6,"BOEING 767-200/ER","BOEING","BOEING 767-200/ER/EM","B767-2/R","1/1/1990 12:00:00 AM"
"7226",2030.6,342.56,0.37,2,"Air Transport International","8C","A",2025,3,2025.3,6,"BOEING 767-300/ER","BOEING","BOEING 767-300/300ER","B767-3/R","1/1/1990 12:00:00 AM"
"7227",2245,384,0.74,1,"US Airways Inc.","US","L",2006,2,2006.2,6,"BOEING 737-300","BOEING","BOEING 737-300","B737-3","1/1/1990 12:00:00 AM"
"7228",950,209,0.3,1,"Alaska Airlines Inc.","AS","L",2020,1,2020.1,6,"A319","AIRBUS INDUSTRIE","AIRBUS INDUSTRIE A319","A319","1/1/1997 12:00:00 AM"
"7229",1958,292,0.49,1,"Alaska Airlines Inc.","AS","L",2013,2,2013.2,6,"BOEING 737-700/LR","BOEING","BOEING 737-700/700LR/MAX 7","B737-7","1/1/1998 12:00:00 AM"
"7230",859.14,77.82,0.23,2,"USA Jet Airlines Inc.","U7","D",2016,4,2016.4,7,"BOEING 727-200","BOEING","BOEING 727-200/231A","B727-2","1/1/1990 12:00:00 AM"
"7231",10690.82,4118.98,0.98,2,"Amerijet International","M6","L",2017,3,2017.3,6,"BOEING 767-300/ER","BOEING","BOEING 767-300/300ER","B767-3/R","1/1/1990 12:00:00 AM"
"7232",2230.83,364.02,0.41,1,"Ryan International Airlines","RD","I",2005,4,2005.4,6,"BOEING 737-800","BOEING","BOEING 737-800","B737-8","1/1/1998 12:00:00 AM"
"7233",1251,288,0.54,1,"Continental Air Lines Inc.","CO","L",2004,1,2004.1,6,"BOEING 737-500","BOEING","BOEING 737-500","B737-5","1/1/1990 12:00:00 AM"
"7234",4766,1012,1.76,1,"US Airways Inc.","US","D",2005,2,2005.2,6,"BOEING 767-200/ER","BOEING","BOEING 767-200/ER/EM","B767-2/R","1/1/1990 12:00:00 AM"
"7235",1902,213,0.22,1,"Delta Air Lines Inc.","DL","D",2022,2,2022.2,6,"AIRBUS A330-900","AIRBUS INDUSTRIE","AIRBUS INDUSTRIE A330-900","A339","9/1/2016 12:00:00 AM"
"7236",1846.11,51.35,0.05,1,"National Air Cargo Group Inc d/ba National Airlines","N8","D",2025,1,2025.1,6,"BOEING 757-200","BOEING","BOEING 757-200","B757-2","1/1/1990 12:00:00 AM"
"7237",1319.91,441.45,0.29,1,"Ryan International Airlines","RD","D",2005,2,2005.2,6,"BOEING 737-800","BOEING","BOEING 737-800","B737-8","1/1/1998 12:00:00 AM"
"7238",1022.8,125.93,0.23,2,"USA Jet Airlines Inc.","U7","D",2017,4,2017.4,7,"BOEING 727-200","BOEING","BOEING 727-200/231A","B727-2","1/1/1990 12:00:00 AM"
"7239",638,1152,0.25,2,"Federal Express Corporation","FX","L",2012,3,2012.3,6,"BOEING 757-200","BOEING","BOEING 757-200","B757-2","1/1/1990 12:00:00 AM"
"7240",1966,265,0.48,1,"Alaska Airlines Inc.","AS","L",2012,4,2012.4,6,"BOEING 737-700/LR","BOEING","BOEING 737-700/700LR/MAX 7","B737-7","1/1/1998 12:00:00 AM"
"7241",902.82,45.89,0.24,1,"United Air Lines Inc.","UA","A",2023,2,2023.2,6,"B737 MAX 800","BOEING","BOEING B737 MAX 800","MAX 8","7/1/2016 12:00:00 AM"
"7242",641.41,761.39,0.18,2,"Kalitta Air LLC","KAQ","D",2016,3,2016.3,6,"BOEING 767-300/ER","BOEING","BOEING 767-300/300ER","B767-3/R","1/1/1990 12:00:00 AM"
"7243",1792.74,372.49,0.32,2,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern","09Q","D",2022,1,2022.1,6,"BOEING 737-400","BOEING","BOEING 737-400","B737-4","1/1/1990 12:00:00 AM"
"7244",2663.85,728.06,1.58,1,"Ryan International Airlines","RD","I",2006,1,2006.1,6,"BOEING 737-400","BOEING","BOEING 737-400","B737-4","1/1/1990 12:00:00 AM"
"7245",2368.88,478.4,1.07,1,"Frontier Airlines Inc.","F9","L",2010,3,2010.3,6,"A320-100/200","AIRBUS INDUSTRIE","AIRBUS INDUSTRIE A320-100/200","A320-1/2","1/1/1990 12:00:00 AM"
"7246",1115,466,0.14,2,"Federal Express Corporation","FX","L",2010,3,2010.3,6,"A310-200C/F","AIRBUS INDUSTRIE","AIRBUS INDUSTRIE A310-200C/F","A310-2CF","1/1/1990 12:00:00 AM"
"7247",859,184,0.21,1,"Alaska Airlines Inc.","AS","L",2024,4,2024.4,6,"BOEING 737-900","BOEING","BOEING 737-900","B737-9","4/1/2002 12:00:00 AM"
"7248",1011,224,0.31,1,"Alaska Airlines Inc.","AS","L",2021,2,2021.2,6,"BOEING 737-900","BOEING","BOEING 737-900","B737-9","4/1/2002 12:00:00 AM"
"7249",1842,124,0.31,1,"United Air Lines Inc.","UA","L",2013,1,2013.1,6,"BOEING 767-200/ER","BOEING","BOEING 767-200/ER/EM","B767-2/R","1/1/1990 12:00:00 AM"
"7250",1374,369,0.13,2,"United Parcel Service","5X","A",2006,1,2006.1,8,"BOEING 747-100","BOEING","BOEING 747-100","B747-100","1/1/1990 12:00:00 AM"
"7251",1153.1,224.09,0.23,1,"American Airlines Inc.","AA","L",2017,1,2017.1,6,"A330-200/220F","AIRBUS INDUSTRIE","AIRBUS INDUSTRIE A330-200","A330-2","1/1/1992 12:00:00 AM"
"7252",1697.83,471.56,0.58,1,"Omni Air International LLC","X9","D",2014,3,2014.3,6,"BOEING 767-200/ER","BOEING","BOEING 767-200/ER/EM","B767-2/R","1/1/1990 12:00:00 AM"
"7253",1882.76,78.85,0.34,1,"United Air Lines Inc.","UA","D",2018,4,2018.4,6,"BOEING 777-300/ER","BOEING","BOEING 777-300/300ER/333ER","B777-3","3/1/2004 12:00:00 AM"
"7254",940.86,320.6,0.16,2,"United Parcel Service","5X","A",2010,4,2010.4,6,"BOEING 757-200","BOEING","BOEING 757-200","B757-2","1/1/1990 12:00:00 AM"
"7255",1793,540,0.9,1,"United Air Lines Inc.","UA","L",2007,2,2007.2,6,"A319","AIRBUS INDUSTRIE","AIRBUS INDUSTRIE A319","A319","1/1/1997 12:00:00 AM"
"7256",1222,216,0.23,1,"Delta Air Lines Inc.","DL","L",2022,4,2022.4,6,"A320-100/200","AIRBUS INDUSTRIE","AIRBUS INDUSTRIE A320-100/200","A320-1/2","1/1/1990 12:00:00 AM"
"7257",2414.11,742.88,0.37,1,"Ryan International Airlines","RD","I",2010,1,2010.1,6,"BOEING 757-200","BOEING","BOEING 757-200","B757-2","1/1/1990 12:00:00 AM"
"7258",1356.33,232.03,0.16,1,"Omni Air International LLC","X9","D",2018,4,2018.4,6,"BOEING 767-300/ER","BOEING","BOEING 767-300/300ER","B767-3/R","1/1/1990 12:00:00 AM"
"7259",478.31,15.28,0.32,2,"Southern Air Inc.","9S","I",2018,4,2018.4,6,"BOEING 737-400","BOEING","BOEING 737-400","B737-4","1/1/1990 12:00:00 AM"
"7260",1798,499.93,0.33,1,"Omni Air International LLC","X9","D",2006,4,2006.4,6,"BOEING 757-200","BOEING","BOEING 757-200","B757-2","1/1/1990 12:00:00 AM"
"7261",1074.71,13.43,0.16,1,"United Air Lines Inc.","UA","P",2017,1,2017.1,6,"BOEING 777-300/ER","BOEING","BOEING 777-300/300ER/333ER","B777-3","3/1/2004 12:00:00 AM"
"7262",559.07,28.81,0.89,2,"Southern Air Inc.","9S","D",2018,2,2018.2,6,"BOEING 777-200","BOEING","BOEING 777-200ER/200LR/233LR","B777-2","1/1/1994 12:00:00 AM"
"7263",1213.62,44.25,0.29,1,"United Air Lines Inc.","UA","L",2022,4,2022.4,6,"BOEING 737-900","BOEING","BOEING 737-900","B737-9","4/1/2002 12:00:00 AM"
"7264",1851.35,391.51,0.57,1,"Spirit Air Lines","NK","L",2005,3,2005.3,6,"A321/LR","AIRBUS INDUSTRIE","AIRBUS INDUSTRIE A321/LR","A321/LR","1/1/2019 12:00:00 AM"
"7265",512.03,236.17,0.03,1,"United Air Lines Inc.","UA","A",2020,2,2020.2,6,"BOEING 777-200","BOEING","BOEING 777-200ER/200LR/233LR","B777-2","1/1/1994 12:00:00 AM"
"7266",4282.16,393.78,0.53,2,"Polar Air Cargo Airways","PO","L",2004,4,2004.4,8,"BOEING 747-200/300","BOEING","BOEING 747-200/300","B747-2/3","1/1/1990 12:00:00 AM"
"7267",2000,256,0.5,1,"Alaska Airlines Inc.","AS","L",2012,1,2012.1,6,"BOEING 737-700/LR","BOEING","BOEING 737-700/700LR/MAX 7","B737-7","1/1/1998 12:00:00 AM"
"7268",1563,0,0.4,1,"Southwest Airlines Co.","WN","L",2013,1,2013.1,6,"BOEING 737-800","BOEING","BOEING 737-800","B737-8","1/1/1998 12:00:00 AM"
"7269",1090,158,0.16,1,"Delta Air Lines Inc.","DL","D",2025,3,2025.3,6,"AIRBUS A330-900","AIRBUS INDUSTRIE","AIRBUS INDUSTRIE A330-900","A339","9/1/2016 12:00:00 AM"
"7270",11577.14,2276.46,0.73,2,"Evergreen International Inc.","EZ","P",2010,4,2010.4,8,"BOEING 747-400","BOEING","BOEING 747-400","B747-4","1/1/1990 12:00:00 AM"
"7271",2688.15,311.74,0.71,1,"Sun Country Airlines d/b/a MN Airlines","SY","L",2008,4,2008.4,6,"BOEING 737-800","BOEING","BOEING 737-800","B737-8","1/1/1998 12:00:00 AM"
"7272",756.71,336.97,0.01,1,"Ryan International Airlines","RD","I",2012,2,2012.2,6,"BOEING 757-200","BOEING","BOEING 757-200","B757-2","1/1/1990 12:00:00 AM"
"7273",1047.23,179.34,0.45,1,"Sun Country Airlines d/b/a MN Airlines","SY","D",2021,4,2021.4,6,"BOEING 737-700/LR","BOEING","BOEING 737-700/700LR/MAX 7","B737-7","1/1/1998 12:00:00 AM"
"7274",2209.94,1879.35,0.51,1,"United Air Lines Inc.","UA","L",2013,2,2013.2,6,"BOEING 737-500","BOEING","BOEING 737-500","B737-5","1/1/1990 12:00:00 AM"
"7275",936.28,506.34,0.26,1,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern","09Q","I",2023,3,2023.3,6,"BOEING 737-800","BOEING","BOEING 737-800","B737-8","1/1/1998 12:00:00 AM"
"7276",457,549.16,0.19,2,"Kalitta Air LLC","KAQ","I",2021,1,2021.1,6,"BOEING 767-300/ER","BOEING","BOEING 767-300/300ER","B767-3/R","1/1/1990 12:00:00 AM"
"7277",3898,691,0.81,1,"US Airways Inc.","US","D",2009,4,2009.4,6,"A330-200/220F","AIRBUS INDUSTRIE","AIRBUS INDUSTRIE A330-200","A330-2","1/1/1992 12:00:00 AM"
"7278",1569.91,486.69,0.43,1,"Swift Air, LLC d/b/a Eastern Air Lines d/b/a Eastern","09Q","I",2021,2,2021.2,6,"BOEING 737-300","BOEING","BOEING 737-300","B737-3","1/1/1990 12:00:00 AM"
"7279",3439.77,567.53,0.39,2,"Polar Air Cargo Airways","PO","L",2005,3,2005.3,8,"BOEING 747-200/300","BOEING","BOEING 747-200/300","B747-2/3","1/1/1990 12:00:00 AM"
"7280",1854.58,278.1,0.59,1,"Spirit Air Lines","NK","L",2005,4,2005.4,6,"A319","AIRBUS INDUSTRIE","AIRBUS INDUSTRIE A319","A319","1/1/1997 12:00:00 AM"
"7281",831.9,783.39,0.01,1,"United Air Lines Inc.","UA","D",2012,3,2012.3,8,"BOEING 747-400","BOEING","BOEING 747-400","B747-4","1/1/1990 12:00:00 AM"
"7282",1190.66,191.12,0.14,1,"Omni Air International LLC","X9","D",2019,4,2019.4,6,"BOEING 767-300/ER","BOEING","BOEING 767-300/300ER","B767-3/R","1/1/1990 12:00:00 AM"
"7283",3044.66,641.11,0.48,2,"Amerijet International","M6","L",2020,4,2020.4,6,"BOEING 767-200/ER","BOEING","BOEING 767-200/ER/EM","B767-2/R","1/1/1990 12:00:00 AM"
"7284",1017.26,33.08,0.22,1,"United Air Lines Inc.","UA","P",2021,4,2021.4,6,"B787-10 DREAMLINER","BOEING","BOEING 787-10 DREAMLINER","B787-10","1/1/2022 12:00:00 AM"
"7285",1265,121,0.21,1,"Delta Air Lines Inc.","DL","D",2010,1,2010.1,6,"BOEING 767-400/ER","BOEING","BOEING 767-400/ER","B767-4","1/1/1998 12:00:00 AM"
"7286",1781,168,0.34,1,"Delta Air Lines Inc.","DL","D",2005,2,2005.2,6,"BOEING 777-200","BOEING","BOEING 777-200ER/200LR/233LR","B777-2","1/1/1994 12:00:00 AM"
"7287",5664,383,1.33,1,"Continental Air Lines Inc.","CO","L",2008,4,2008.4,6,"BOEING 757-300","BOEING","BOEING 757-300","B757-3","1/1/1999 12:00:00 AM"
"7288",650.8,309.49,0.78,1,"Ryan International Airlines","RD","D",2005,1,2005.1,6,"BOEING 737-100/200","BOEING","BOEING 737-100/200","B737-1/2","1/1/1990 12:00:00 AM"
"7289",2094.62,185.34,0.35,1,"Atlas Air Inc.","5Y","D",2012,2,2012.2,6,"BOEING 767-300/ER","BOEING","BOEING 767-300/300ER","B767-3/R","1/1/1990 12:00:00 AM"
"7290",1811.45,518.71,0.58,1,"US Airways Inc.","US","L",2007,4,2007.4,6,"BOEING 737-300","BOEING","BOEING 737-300","B737-3","1/1/1990 12:00:00 AM"
"7291",522.27,690.36,0.25,2,"ABX Air Inc","ABX","A",2020,3,2020.3,6,"BOEING 767-200/ER","BOEING","BOEING 767-200/ER/EM","B767-2/R","1/1/1990 12:00:00 AM"
"7292",1017.17,135.5,0.21,1,"American Airlines Inc.","AA","A",2015,3,2015.3,6,"B787-8 DREAMLINER","BOEING","B787-800 DREAMLINER","B787-8","1/1/2012 12:00:00 AM"
"7293",1097.3,206.57,0.09,1,"Omni Air International LLC","X9","D",2024,1,2024.1,6,"BOEING 767-300/ER","BOEING","BOEING 767-300/300ER","B767-3/R","1/1/1990 12:00:00 AM"
"7294",976.29,622.71,0.16,2,"United Parcel Service","5X","A",2014,4,2014.4,6,"BOEING 757-200","BOEING","BOEING 757-200","B757-2","1/1/1990 12:00:00 AM"
"7295",1263.27,147.58,0.1,1,"Omni Air International LLC","X9","D",2023,2,2023.2,6,"BOEING 767-300/ER","BOEING","BOEING 767-300/300ER","B767-3/R","1/1/1990 12:00:00 AM"
"7296",2887.78,543.61,0.08,1,"Ryan International Airlines","RD","D",2012,3,2012.3,6,"BOEING 777-200","BOEING","BOEING 777-200ER/200LR/233LR","B777-2","1/1/1994 12:00:00 AM"
"7297",482.43,558.13,0.23,2,"ABX Air Inc","ABX","A",2021,2,2021.2,6,"BOEING 767-200/ER","BOEING","BOEING 767-200/ER/EM","B767-2/R","1/1/1990 12:00:00 AM"
"7298",2189,229,0.25,1,"Delta Air Lines Inc.","DL","L",2008,2,2008.2,6,"BOEING 777-200","BOEING","BOEING 777-200ER/200LR/233LR","B777-2","1/1/1994 12:00:00 AM"
"7299",1169,246,0.72,1,"Alaska Airlines Inc.","AS","L",2015,4,2015.4,6,"BOEING 737-400","BOEING","BOEING 737-400","B737-4","1/1/1990 12:00:00 AM"
"7300",3083.82,216.94,0.51,1,"US Airways Inc.","US","D",2006,3,2006.3,6,"A330-200/220F","AIRBUS INDUSTRIE","AIRBUS INDUSTRIE A330-200","A330-2","1/1/1992 12:00:00 AM"
"7301",1270.31,62.74,0.38,1,"Frontier Airlines Inc.","F9","D",2021,3,2021.3,6,"A319","AIRBUS INDUSTRIE","AIRBUS INDUSTRIE A319","A319","1/1/1997 12:00:00 AM"
"7302",1913,219,0.42,1,"Alaska Airlines Inc.","AS","L",2014,3,2014.3,6,"BOEING 737-700/LR","BOEING","BOEING 737-700/700LR/MAX 7","B737-7","1/1/1998 12:00:00 AM"
"7303",6953,763,1.33,1,"Delta Air Lines Inc.","DL","P",2010,4,2010.4,6,"A330-200/220F","AIRBUS INDUSTRIE","AIRBUS INDUSTRIE A330-200","A330-2","1/1/1992 12:00:00 AM"
"7304",2938.83,362.64,0.72,1,"United Air Lines Inc.","UA","L",2021,1,2021.1,6,"BOEING 777-200","BOEING","BOEING 777-200ER/200LR/233LR","B777-2","1/1/1994 12:00:00 AM"
"7305",1719.7,132.01,0.47,1,"Atlas Air Inc.","5Y","D",2024,2,2024.2,8,"BOEING 747-400","BOEING","BOEING 747-400","B747-4","1/1/1990 12:00:00 AM"
"7306",1108.11,236.18,0.74,1,"Atlas Air Inc.","5Y","D",2017,4,2017.4,8,"BOEING 747-400","BOEING","BOEING 747-400","B747-4","1/1/1990 12:00:00 AM"
"7307",1864.34,937.95,0.28,2,"Amerijet International","M6","L",2020,2,2020.2,6,"BOEING 767-200/ER","BOEING","BOEING 767-200/ER/EM","B767-2/R","1/1/1990 12:00:00 AM"
"7308",1808.93,1449.81,0.38,1,"United Air Lines Inc.","UA","D",2016,3,2016.3,8,"BOEING 747-400","BOEING","BOEING 747-400","B747-4","1/1/1990 12:00:00 AM"
"7309",2519.15,367.06,0.72,1,"Sun Country Airlines d/b/a MN Airlines","SY","L",2006,3,2006.3,6,"BOEING 737-800","BOEING","BOEING 737-800","B737-8","1/1/1998 12:00:00 AM"
"7310",1717,302,0.67,1,"Continental Air Lines Inc.","CO","L",2005,2,2005.2,6,"BOEING 737-500","BOEING","BOEING 737-500","B737-5","1/1/1990 12:00:00 AM"
"7311",1144,335,0.25,2,"Alaska Airlines Inc.","AS","D",2023,1,2023.1,6,"BOEING 737-800","BOEING","BOEING 737-800","B737-8","1/1/1998 12:00:00 AM"
"7312",946.93,622.27,0.11,2,"United Parcel Service","5X","L",2023,3,2023.3,6,"A300-600/R/CF/RCF","AIRBUS INDUSTRIE","AIRBUS INDUSTRIE A300-600/R/CF/RCF","A300-6","1/1/1990 12:00:00 AM"
"7313",2431.93,114.79,1.97,1,"Frontier Airlines Inc.","F9","L",2010,2,2010.2,6,"A320-100/200","AIRBUS INDUSTRIE","AIRBUS INDUSTRIE A320-100/200","A320-1/2","1/1/1990 12:00:00 AM"
"7314",476.21,-304.3,0.94,2,"Atlas Air Inc.","5Y","D",2013,1,2013.1,8,"BOEING B747-8","BOEING","BOEING B747-8","B747-8","1/1/2010 12:00:00 AM"
"7315",730.3,48.77,0.21,1,"Vision Airlines","0JQ","D",2014,4,2014.4,6,"BOEING 767-200/ER","BOEING","BOEING 767-200/ER/EM","B767-2/R","1/1/1990 12:00:00 AM"
"7316",680.06,120.64,0.13,1,"United Air Lines Inc.","UA","L",2020,4,2020.4,6,"B787-8 DREAMLINER","BOEING","B787-800 DREAMLINER","B787-8","1/1/2012 12:00:00 AM"
"7317",1065,226,0.4,1,"Southwest Airlines Co.","WN","L",2016,2,2016.2,6,"BOEING 737-800","BOEING","BOEING 737-800","B737-8","1/1/1998 12:00:00 AM"
"7318",1036,220,0.38,1,"Southwest Airlines Co.","WN","L",2016,1,2016.1,6,"BOEING 737-800","BOEING","BOEING 737-800","B737-8","1/1/1998 12:00:00 AM"
"7319",499.74,1327.68,0.1,2,"Mesa Airlines Inc.","YV","D",2024,1,2024.1,6,"BOEING 737-800","BOEING","BOEING 737-800","B737-8","1/1/1998 12:00:00 AM"
"7320",1334.96,33.14,0.23,1,"United Air Lines Inc.","UA","L",2017,3,2017.3,6,"BOEING 777-300/ER","BOEING","BOEING 777-300/300ER/333ER","B777-3","3/1/2004 12:00:00 AM"
"7321",1627.79,305.55,0.22,1,"Global Crossing Airlines, Inc.","GCA","S",2025,1,2025.1,6,"A319","AIRBUS INDUSTRIE","AIRBUS INDUSTRIE A319","A319","1/1/1997 12:00:00 AM"
"7322",2018,173,0.36,1,"US Airways Inc.","US","D",2009,2,2009.2,6,"A330-200/220F","AIRBUS INDUSTRIE","AIRBUS INDUSTRIE A330-200","A330-2","1/1/1992 12:00:00 AM"
"7323",3337,380,0.57,1,"United Air Lines Inc.","UA","D",2008,4,2008.4,8,"BOEING 747-400","BOEING","BOEING 747-400","B747-4","1/1/1990 12:00:00 AM"
